entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,auth_success,session_duration,command_sequence,device_fingerprint,label
user_0025,user,2024-01-22 13:59:00,145.113.58.100,AU-SYD,/admin/users,token,True,37.53,"[""grep"", ""cat"", ""awk""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:df:f8:0e:c7:ac"", ""proto"": ""MQTT""}",normal
user_0004,user,2024-01-22 14:00:00,128.29.174.32,AU-SYD,/admin/config,certificate,True,25.74,"[""grep"", ""ls"", ""curl""]","{""os"": ""macOS 14"", ""mac"": ""db:cc:b9:70:46:fc"", ""proto"": ""TLS1.3""}",normal
user_0038,user,2024-01-22 14:00:00,179.81.63.16,SG-SGP,/api/v1/users,certificate,True,36.16,[],"{""os"": ""macOS 14"", ""mac"": ""80:0d:2e:75:0a:89"", ""proto"": ""TLS1.3""}",normal
user_0077,user,2024-01-22 14:06:00,23.41.183.19,AU-SYD,/api/v1/users,password,True,20.2,[],"{""os"": ""macOS 14"", ""mac"": ""9e:cb:f2:81:12:61"", ""proto"": ""SSH""}",normal
user_0075,user,2024-01-22 14:12:00,126.178.86.140,BR-SAO,/admin/config,password,True,5.3,"[""awk"", ""ls"", ""cat"", ""sed""]","{""os"": ""CentOS 7"", ""mac"": ""5f:2b:b8:22:0a:c7"", ""proto"": ""MQTT""}",normal
user_0027,user,2024-01-22 14:18:00,157.114.54.94,DE-BER,/api/v1/users,password,True,10.4,[],"{""os"": ""Windows 11"", ""mac"": ""14:0f:7e:66:0a:4e"", ""proto"": ""TLS1.2""}",normal
user_0000,user,2024-01-22 14:19:00,172.27.230.39,US-NY,/api/v1/payments,certificate,True,18.75,[],"{""os"": ""Windows 11"", ""mac"": ""d8:10:0f:2f:6f:77"", ""proto"": ""TLS1.3""}",normal
user_0067,user,2024-01-22 14:24:00,32.78.248.224,AU-SYD,/api/v1/payments,password,True,40.84,[],"{""os"": ""CentOS 7"", ""mac"": ""e0:51:ba:be:90:c6"", ""proto"": ""MQTT""}",normal
user_0052,user,2024-01-22 14:25:00,149.57.80.35,JP-TYO,/api/v1/logs,token,True,18.52,[],"{""os"": ""CentOS 7"", ""mac"": ""78:b9:32:bc:b7:1f"", ""proto"": ""MQTT""}",normal
user_0069,user,2024-01-22 14:26:00,184.60.210.126,BR-SAO,/api/v1/inventory,token,True,13.4,[],"{""os"": ""Windows 11"", ""mac"": ""b9:9e:5c:6d:ae:f8"", ""proto"": ""TLS1.2""}",normal
user_0074,user,2024-01-22 14:27:00,172.31.106.158,US-NY,/api/v1/inventory,password,True,31.16,[],"{""os"": ""macOS 14"", ""mac"": ""3e:18:7a:d6:ea:20"", ""proto"": ""TLS1.3""}",normal
user_0062,user,2024-01-22 14:29:00,182.255.130.216,DE-BER,/api/v1/reports,certificate,True,38.96,[],"{""os"": ""CentOS 7"", ""mac"": ""59:42:c2:75:b5:24"", ""proto"": ""MQTT""}",normal
user_0061,user,2024-01-22 14:38:00,31.48.241.33,SG-SGP,/api/v1/reports,password,True,12.97,[],"{""os"": ""macOS 14"", ""mac"": ""f9:9d:17:70:ca:1c"", ""proto"": ""TLS1.3""}",normal
user_0031,user,2024-01-22 14:42:00,181.230.46.56,DE-BER,/api/v1/users,password,True,13.63,[],"{""os"": ""Windows 11"", ""mac"": ""fb:a0:60:87:f2:a4"", ""proto"": ""SSH""}",device_spoofing
user_0010,user,2024-01-22 14:47:00,125.240.144.247,UK-LDN,/api/v1/reports,password,True,16.2,[],"{""os"": ""Windows 11"", ""mac"": ""e2:32:19:07:2f:79"", ""proto"": ""TLS1.2""}",normal
dev_0117,edge_device,2024-01-22 14:49:00,185.235.98.42,SG-SGP,/api/v1/orders,certificate,True,2.08,[],"{""os"": ""CentOS 7"", ""mac"": ""bf:c3:e5:c1:c0:29"", ""proto"": ""MQTT""}",normal
user_0078,user,2024-01-22 14:49:00,211.101.88.9,DE-BER,/api/v1/reports,certificate,True,18.81,[],"{""os"": ""CentOS 7"", ""mac"": ""bc:88:2a:d9:28:dc"", ""proto"": ""TLS1.2""}",normal
dev_0099,edge_device,2024-01-22 14:52:00,10.14.206.89,US-NY,/admin/config,certificate,True,3.28,"[""grep"", ""ls"", ""cat"", ""sed""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""1a:f5:57:c2:4b:7c"", ""proto"": ""MQTT""}",normal
user_0052,user,2024-01-22 14:54:00,192.168.175.136,US-TX,/api/v1/orders,token,True,19.89,[],"{""os"": ""CentOS 7"", ""mac"": ""78:b9:32:bc:b7:1f"", ""proto"": ""MQTT""}",normal
user_0025,user,2024-01-22 15:00:00,143.230.184.237,AU-SYD,/admin/users,token,True,23.85,"[""ls"", ""grep"", ""curl"", ""cat""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:df:f8:0e:c7:ac"", ""proto"": ""MQTT""}",normal
user_0060,user,2024-01-22 15:03:00,10.160.88.178,US-CA,/api/v1/orders,certificate,True,19.82,[],"{""os"": ""macOS 14"", ""mac"": ""2b:1a:4f:50:19:29"", ""proto"": ""SSH""}",normal
dev_0115,edge_device,2024-01-22 15:03:00,196.23.116.252,AU-SYD,/api/v1/reports,certificate,True,1.9,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""d4:e9:1d:ec:9d:0b"", ""proto"": ""TLS1.3""}",normal
user_0067,user,2024-01-22 15:05:00,73.75.193.104,AU-SYD,/api/v1/payments,password,True,31.84,[],"{""os"": ""CentOS 7"", ""mac"": ""e0:51:ba:be:90:c6"", ""proto"": ""MQTT""}",normal
user_0063,user,2024-01-22 15:08:00,50.154.23.123,AU-SYD,/api/v1/reports,password,True,22.66,[],"{""os"": ""CentOS 7"", ""mac"": ""0a:a6:57:eb:b9:2d"", ""proto"": ""MQTT""}",normal
user_0047,user,2024-01-22 15:13:00,209.143.162.232,DE-BER,/admin/users,token,True,25.81,"[""grep"", ""awk"", ""cat""]","{""os"": ""macOS 14"", ""mac"": ""65:c4:f7:36:79:c3"", ""proto"": ""SSH""}",normal
user_0029,user,2024-01-22 15:17:00,27.23.247.92,JP-TYO,/api/v1/payments,token,True,22.72,[],"{""os"": ""macOS 14"", ""mac"": ""ab:20:1e:e1:1e:4c"", ""proto"": ""SSH""}",device_spoofing
user_0049,user,2024-01-22 15:19:00,192.168.238.98,US-CA,/admin/config,certificate,True,31.41,"[""cat"", ""awk""]","{""os"": ""macOS 14"", ""mac"": ""54:83:f6:97:ad:3a"", ""proto"": ""MQTT""}",normal
user_0048,user,2024-01-22 15:19:00,10.254.179.209,US-NY,/api/v1/logs,token,True,11.93,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""b4:70:61:80:46:31"", ""proto"": ""TLS1.3""}",normal
user_0029,user,2024-01-22 15:28:00,204.159.31.16,JP-TYO,/api/v1/payments,token,True,30.03,[],"{""os"": ""CentOS 7"", ""mac"": ""36:dd:b9:eb:4e:de"", ""proto"": ""TLS1.2""}",normal
user_0002,user,2024-01-22 15:29:00,53.90.191.42,BR-SAO,/admin/users,password,True,38.87,"[""curl"", ""sed"", ""grep""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""94:28:77:33:c2:8e"", ""proto"": ""MQTT""}",normal
user_0046,user,2024-01-22 15:32:00,179.227.235.221,UK-LDN,/api/v1/users,certificate,True,14.86,[],"{""os"": ""CentOS 7"", ""mac"": ""7b:fe:49:76:ec:82"", ""proto"": ""MQTT""}",normal
user_0073,user,2024-01-22 15:33:00,18.76.190.117,SG-SGP,/api/v1/logs,password,True,16.61,[],"{""os"": ""macOS 14"", ""mac"": ""4a:46:13:92:f1:47"", ""proto"": ""MQTT""}",normal
dev_0106,edge_device,2024-01-22 15:33:00,108.46.189.161,BR-SAO,/api/v1/reports,certificate,True,3.94,[],"{""os"": ""CentOS 7"", ""mac"": ""f4:66:93:a4:92:1e"", ""proto"": ""MQTT""}",normal
dev_0096,edge_device,2024-01-22 15:34:00,82.233.201.250,DE-BER,/api/v1/orders,certificate,True,2.28,[],"{""os"": ""Windows 11"", ""mac"": ""c9:bf:ad:bb:49:65"", ""proto"": ""TLS1.3""}",normal
user_0035,user,2024-01-22 15:38:00,192.168.159.155,US-TX,/api/v1/reports,certificate,True,22.89,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""c2:e6:e2:98:db:9c"", ""proto"": ""TLS1.3""}",normal
user_0076,user,2024-01-22 15:40:00,172.19.55.32,US-NY,/api/v1/users,certificate,True,26.31,[],"{""os"": ""macOS 14"", ""mac"": ""44:16:b4:ad:59:ed"", ""proto"": ""MQTT""}",normal
user_0012,user,2024-01-22 15:44:00,192.168.202.24,US-NY,/api/v1/orders,password,True,18.37,[],"{""os"": ""CentOS 7"", ""mac"": ""3d:7e:14:29:d6:a1"", ""proto"": ""SSH""}",normal
user_0017,user,2024-01-22 15:47:00,160.66.253.181,SG-SGP,/api/v1/logs,password,True,6.04,[],"{""os"": ""CentOS 7"", ""mac"": ""71:66:eb:b3:9c:74"", ""proto"": ""TLS1.2""}",normal
dev_0118,edge_device,2024-01-22 15:50:00,186.215.79.222,IN-MUM,/api/v1/orders,certificate,True,2.03,[],"{""os"": ""CentOS 7"", ""mac"": ""41:72:01:0b:98:ed"", ""proto"": ""TLS1.3""}",normal
svc_0085,service_account,2024-01-22 15:51:00,182.116.63.4,BR-SAO,/admin/users,token,True,6.57,"[""cat"", ""ls"", ""sed""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""2c:21:9e:cb:f5:d2"", ""proto"": ""TLS1.3""}",normal
user_0060,user,2024-01-22 15:52:00,172.30.11.214,US-CA,/api/v1/orders,certificate,True,19.04,[],"{""os"": ""macOS 14"", ""mac"": ""2b:1a:4f:50:19:29"", ""proto"": ""SSH""}",normal
user_0029,user,2024-01-22 15:59:00,75.53.42.227,JP-TYO,/admin/users,token,True,25.06,"[""ls"", ""cat"", ""grep"", ""sed""]","{""os"": ""CentOS 7"", ""mac"": ""36:dd:b9:eb:4e:de"", ""proto"": ""TLS1.2""}",normal
user_0060,user,2024-01-22 15:59:00,192.168.65.219,US-CA,/admin/config,certificate,True,17.93,"[""awk"", ""grep""]","{""os"": ""macOS 14"", ""mac"": ""2b:1a:4f:50:19:29"", ""proto"": ""SSH""}",normal
user_0018,user,2024-01-22 16:01:00,172.19.85.21,US-CA,/admin/users,certificate,True,23.66,"[""grep"", ""awk""]","{""os"": ""macOS 14"", ""mac"": ""13:37:de:b0:a0:df"", ""proto"": ""TLS1.3""}",normal
user_0060,user,2024-01-22 16:01:00,10.130.8.146,US-CA,/api/v1/orders,certificate,True,21.08,[],"{""os"": ""macOS 14"", ""mac"": ""2b:1a:4f:50:19:29"", ""proto"": ""SSH""}",normal
user_0079,user,2024-01-22 16:04:00,146.53.147.245,IN-MUM,/api/v1/orders,token,True,26.18,[],"{""os"": ""Windows 11"", ""mac"": ""b4:de:8c:1d:26:cf"", ""proto"": ""SSH""}",normal
user_0005,user,2024-01-22 16:04:00,192.168.183.19,US-TX,/api/v1/reports,certificate,True,26.27,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
user_0035,user,2024-01-22 16:06:00,172.23.244.249,US-TX,/admin/config,certificate,True,20.26,"[""awk"", ""curl"", ""ls""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""c2:e6:e2:98:db:9c"", ""proto"": ""TLS1.3""}",normal
user_0067,user,2024-01-22 16:09:00,218.36.206.72,AU-SYD,/api/v1/users,password,True,29.67,[],"{""os"": ""CentOS 7"", ""mac"": ""e0:51:ba:be:90:c6"", ""proto"": ""MQTT""}",normal
user_0044,user,2024-01-22 16:14:00,203.13.229.177,AU-SYD,/admin/users,password,True,31.93,"[""grep"", ""curl"", ""ls""]","{""os"": ""CentOS 7"", ""mac"": ""87:ad:cb:29:a8:c2"", ""proto"": ""SSH""}",normal
dev_0105,edge_device,2024-01-22 16:18:00,207.30.56.235,BR-SAO,/admin/users,certificate,True,0.5,"[""sed"", ""grep"", ""curl""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""1a:33:d3:a9:f1:33"", ""proto"": ""MQTT""}",normal
user_0003,user,2024-01-22 16:28:00,161.177.97.69,IN-MUM,/api/v1/orders,token,True,12.75,[],"{""os"": ""macOS 14"", ""mac"": ""70:a6:1c:75:10:a1"", ""proto"": ""MQTT""}",normal
user_0069,user,2024-01-22 16:31:00,186.95.60.110,BR-SAO,/admin/config,token,True,17.67,"[""awk"", ""cat"", ""sed""]","{""os"": ""Windows 11"", ""mac"": ""b9:9e:5c:6d:ae:f8"", ""proto"": ""TLS1.2""}",normal
user_0019,user,2024-01-22 16:34:00,204.56.38.143,SG-SGP,/api/v1/reports,certificate,True,35.14,[],"{""os"": ""macOS 14"", ""mac"": ""a0:3f:99:9e:d1:a7"", ""proto"": ""MQTT""}",normal
user_0030,user,2024-01-22 16:35:00,134.79.202.168,JP-TYO,/api/v1/users,token,True,22.76,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""ed:c2:ac:0e:fd:a6"", ""proto"": ""TLS1.2""}",normal
user_0042,user,2024-01-22 16:38:00,175.106.34.247,SG-SGP,/api/v1/payments,password,True,31.71,[],"{""os"": ""macOS 14"", ""mac"": ""d4:ae:88:01:90:98"", ""proto"": ""MQTT""}",normal
dev_0110,edge_device,2024-01-22 16:40:00,192.168.127.111,US-CA,/api/v1/orders,certificate,True,3.43,[],"{""os"": ""CentOS 7"", ""mac"": ""a5:7f:03:85:c4:78"", ""proto"": ""TLS1.3""}",normal
user_0061,user,2024-01-22 16:41:00,146.43.199.131,DE-BER,/api/v1/reports,password,True,16.58,[],"{""os"": ""macOS 14"", ""mac"": ""f9:9d:17:70:ca:1c"", ""proto"": ""TLS1.3""}",normal
svc_0083,service_account,2024-01-22 16:43:00,82.24.190.168,AU-SYD,/api/v1/orders,token,True,6.5,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""25:e7:58:e3:2c:a3"", ""proto"": ""TLS1.3""}",normal
user_0027,user,2024-01-22 16:49:00,222.164.241.17,SG-SGP,/api/v1/logs,password,True,7.01,[],"{""os"": ""Windows 11"", ""mac"": ""14:0f:7e:66:0a:4e"", ""proto"": ""TLS1.2""}",normal
user_0031,user,2024-01-22 16:53:00,17.119.240.61,IN-MUM,/api/v1/reports,password,True,15.37,[],"{""os"": ""CentOS 7"", ""mac"": ""fa:7b:f3:fb:e5:08"", ""proto"": ""TLS1.3""}",normal
user_0006,user,2024-01-22 16:56:00,192.168.255.22,US-TX,/api/v1/payments,certificate,True,8.41,[],"{""os"": ""Windows 11"", ""mac"": ""a5:fa:09:39:b9:9d"", ""proto"": ""TLS1.2""}",normal
user_0043,user,2024-01-22 16:59:00,214.153.12.59,JP-TYO,/api/v1/orders,token,True,28.8,[],"{""os"": ""Windows 11"", ""mac"": ""66:db:41:35:04:61"", ""proto"": ""SSH""}",device_spoofing
user_0028,user,2024-01-22 17:03:00,131.147.110.248,AU-SYD,/api/v1/inventory,token,True,8.26,[],"{""os"": ""Windows 11"", ""mac"": ""0d:9f:c0:cb:65:26"", ""proto"": ""TLS1.2""}",normal
user_0014,user,2024-01-22 17:04:00,221.102.245.150,JP-TYO,/api/v1/logs,password,True,14.53,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:90:6b:af:68:87"", ""proto"": ""MQTT""}",normal
user_0012,user,2024-01-22 17:06:00,192.168.168.57,US-NY,/admin/users,password,True,12.36,"[""curl"", ""ls"", ""sed"", ""awk""]","{""os"": ""CentOS 7"", ""mac"": ""3d:7e:14:29:d6:a1"", ""proto"": ""SSH""}",normal
user_0072,user,2024-01-22 17:06:00,86.222.152.248,AU-SYD,/api/v1/payments,password,True,39.23,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:e6:4b:df:2e:71"", ""proto"": ""MQTT""}",normal
svc_0082,service_account,2024-01-22 17:08:00,207.141.70.74,UK-LDN,/api/v1/users,token,True,2.71,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""ff:c6:3c:86:85:e4"", ""proto"": ""TLS1.3""}",normal
user_0049,user,2024-01-22 17:20:00,172.29.136.41,US-CA,/api/v1/inventory,certificate,True,51.65,[],"{""os"": ""macOS 14"", ""mac"": ""54:83:f6:97:ad:3a"", ""proto"": ""MQTT""}",normal
user_0015,user,2024-01-22 17:22:00,172.27.60.221,US-CA,/api/v1/payments,password,True,23.95,[],"{""os"": ""macOS 14"", ""mac"": ""52:e2:da:04:39:26"", ""proto"": ""TLS1.2""}",normal
dev_0115,edge_device,2024-01-22 17:35:00,220.66.216.105,AU-SYD,/api/v1/reports,certificate,True,1.17,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""d4:e9:1d:ec:9d:0b"", ""proto"": ""TLS1.3""}",normal
user_0014,user,2024-01-22 17:38:00,198.220.113.251,JP-TYO,/api/v1/users,password,True,18.24,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:90:6b:af:68:87"", ""proto"": ""MQTT""}",normal
user_0004,user,2024-01-22 17:47:00,188.191.236.122,AU-SYD,/api/v1/orders,certificate,True,20.39,[],"{""os"": ""macOS 14"", ""mac"": ""db:cc:b9:70:46:fc"", ""proto"": ""TLS1.3""}",normal
user_0075,user,2024-01-22 17:48:00,162.211.13.13,BR-SAO,/api/v1/payments,password,True,6.32,[],"{""os"": ""CentOS 7"", ""mac"": ""5f:2b:b8:22:0a:c7"", ""proto"": ""MQTT""}",normal
user_0023,user,2024-01-22 17:48:00,174.232.5.57,AU-SYD,/admin/users,password,True,10.53,"[""cat"", ""sed""]","{""os"": ""macOS 14"", ""mac"": ""f8:7a:8c:e1:27:92"", ""proto"": ""TLS1.2""}",normal
user_0074,user,2024-01-22 17:49:00,10.217.72.64,US-NY,/api/v1/inventory,password,True,42.47,[],"{""os"": ""macOS 14"", ""mac"": ""3e:18:7a:d6:ea:20"", ""proto"": ""TLS1.3""}",normal
user_0029,user,2024-01-22 17:54:00,53.240.67.64,JP-TYO,/api/v1/inventory,token,True,24.7,[],"{""os"": ""CentOS 7"", ""mac"": ""36:dd:b9:eb:4e:de"", ""proto"": ""TLS1.2""}",normal
dev_0114,edge_device,2024-01-22 18:04:00,24.32.190.251,BR-SAO,/admin/config,certificate,True,4.52,"[""ls"", ""grep"", ""cat""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""54:a7:e2:3b:69:fa"", ""proto"": ""MQTT""}",normal
user_0026,user,2024-01-22 18:13:00,159.121.63.215,JP-TYO,/admin/users,token,True,20.6,"[""awk"", ""cat"", ""curl""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""ec:5d:19:85:c2:a7"", ""proto"": ""TLS1.2""}",normal
user_0062,user,2024-01-22 18:17:00,175.144.86.187,DE-BER,/api/v1/reports,certificate,True,44.76,[],"{""os"": ""CentOS 7"", ""mac"": ""59:42:c2:75:b5:24"", ""proto"": ""MQTT""}",normal
user_0018,user,2024-01-22 18:23:00,29.103.56.134,DE-BER,/api/v1/payments,certificate,False,20.17,[],"{""os"": ""macOS 14"", ""mac"": ""13:37:de:b0:a0:df"", ""proto"": ""TLS1.3""}",normal
user_0059,user,2024-01-22 18:26:00,205.161.168.248,DE-BER,/api/v1/users,password,True,9.21,[],"{""os"": ""macOS 14"", ""mac"": ""9e:ad:b3:03:5c:49"", ""proto"": ""MQTT""}",normal
user_0070,user,2024-01-22 18:26:00,222.103.112.233,DE-BER,/admin/users,certificate,True,4.51,"[""cat"", ""grep""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""c0:4e:53:5c:54:e0"", ""proto"": ""TLS1.3""}",normal
dev_0114,edge_device,2024-01-22 18:29:00,185.118.95.157,BR-SAO,/admin/config,certificate,True,4.04,"[""sed"", ""ls"", ""awk"", ""cat""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""54:a7:e2:3b:69:fa"", ""proto"": ""MQTT""}",normal
dev_0097,edge_device,2024-01-22 18:33:00,172.18.194.114,US-NY,/api/v1/orders,certificate,True,1.35,[],"{""os"": ""macOS 14"", ""mac"": ""f2:e9:4c:47:a7:a3"", ""proto"": ""MQTT""}",normal
user_0064,user,2024-01-22 18:36:00,10.28.171.175,US-CA,/api/v1/users,certificate,True,15.82,[],"{""os"": ""Windows 11"", ""mac"": ""63:b2:b3:4b:78:34"", ""proto"": ""TLS1.2""}",normal
user_0028,user,2024-01-22 18:44:00,88.237.61.48,AU-SYD,/api/v1/inventory,token,True,8.57,[],"{""os"": ""Windows 11"", ""mac"": ""0d:9f:c0:cb:65:26"", ""proto"": ""TLS1.2""}",normal
user_0064,user,2024-01-22 18:51:00,10.185.167.52,US-CA,/api/v1/reports,certificate,True,14.62,[],"{""os"": ""Windows 11"", ""mac"": ""63:b2:b3:4b:78:34"", ""proto"": ""TLS1.2""}",normal
user_0072,user,2024-01-22 18:53:00,200.61.14.176,AU-SYD,/api/v1/orders,password,False,28.98,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:e6:4b:df:2e:71"", ""proto"": ""MQTT""}",normal
dev_0103,edge_device,2024-01-22 18:57:00,160.166.3.8,BR-SAO,/api/v1/payments,certificate,True,1.94,[],"{""os"": ""CentOS 7"", ""mac"": ""ca:b0:4a:94:15:93"", ""proto"": ""MQTT""}",normal
user_0022,user,2024-01-22 18:59:00,12.54.99.42,SG-SGP,/admin/users,password,True,16.34,"[""grep"", ""curl""]","{""os"": ""Windows 11"", ""mac"": ""d9:70:5a:ed:19:7f"", ""proto"": ""TLS1.3""}",normal
user_0009,user,2024-01-22 19:11:00,21.21.163.173,UK-LDN,/api/v1/inventory,password,True,8.76,[],"{""os"": ""Windows 11"", ""mac"": ""dc:b5:d8:d2:ef:1b"", ""proto"": ""TLS1.3""}",normal
user_0014,user,2024-01-22 19:16:00,212.88.177.169,BR-SAO,/api/v1/users,password,True,14.38,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:90:6b:af:68:87"", ""proto"": ""MQTT""}",normal
dev_0097,edge_device,2024-01-22 19:19:00,10.81.114.102,US-NY,/api/v1/orders,certificate,True,2.29,[],"{""os"": ""macOS 14"", ""mac"": ""f2:e9:4c:47:a7:a3"", ""proto"": ""MQTT""}",normal
dev_0098,edge_device,2024-01-22 19:21:00,149.66.57.66,JP-TYO,/admin/config,certificate,True,1.64,"[""ls"", ""cat"", ""grep""]","{""os"": ""CentOS 7"", ""mac"": ""99:f3:08:bc:a9:38"", ""proto"": ""TLS1.3""}",normal
user_0021,user,2024-01-22 19:29:00,192.168.58.26,US-CA,/api/v1/inventory,password,True,17.74,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""4b:0c:17:7d:f3:25"", ""proto"": ""MQTT""}",normal
dev_0118,edge_device,2024-01-22 19:39:00,39.229.194.145,IN-MUM,/api/v1/orders,certificate,True,3.34,[],"{""os"": ""CentOS 7"", ""mac"": ""41:72:01:0b:98:ed"", ""proto"": ""TLS1.3""}",normal
user_0030,user,2024-01-22 19:40:00,221.139.108.80,JP-TYO,/api/v1/payments,token,True,20.3,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""ed:c2:ac:0e:fd:a6"", ""proto"": ""TLS1.2""}",normal
user_0005,user,2024-01-22 19:43:00,172.17.129.105,US-TX,/api/v1/reports,certificate,True,24.84,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
dev_0103,edge_device,2024-01-22 19:45:00,74.164.165.118,BR-SAO,/api/v1/payments,certificate,True,1.65,[],"{""os"": ""CentOS 7"", ""mac"": ""ca:b0:4a:94:15:93"", ""proto"": ""MQTT""}",normal
user_0005,user,2024-01-22 19:50:00,172.28.163.186,US-TX,/api/v1/inventory,certificate,True,22.86,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
user_0060,user,2024-01-22 19:54:00,172.25.26.20,US-CA,/api/v1/payments,certificate,True,19.45,[],"{""os"": ""macOS 14"", ""mac"": ""2b:1a:4f:50:19:29"", ""proto"": ""SSH""}",normal
user_0009,user,2024-01-22 19:56:00,136.47.160.176,UK-LDN,/api/v1/logs,password,True,6.87,[],"{""os"": ""Windows 11"", ""mac"": ""dc:b5:d8:d2:ef:1b"", ""proto"": ""TLS1.3""}",normal
dev_0095,edge_device,2024-01-22 20:17:00,209.3.127.67,IN-MUM,/api/v1/payments,certificate,True,4.87,[],"{""os"": ""CentOS 7"", ""mac"": ""1a:63:b9:93:25:c5"", ""proto"": ""TLS1.3""}",normal
dev_0110,edge_device,2024-01-22 20:18:00,172.17.57.70,US-CA,/api/v1/orders,certificate,True,3.69,[],"{""os"": ""CentOS 7"", ""mac"": ""a5:7f:03:85:c4:78"", ""proto"": ""TLS1.3""}",normal
user_0072,user,2024-01-22 20:19:00,192.168.254.82,US-NY,/api/v1/orders,password,True,39.41,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:e6:4b:df:2e:71"", ""proto"": ""MQTT""}",normal
user_0005,user,2024-01-22 20:21:00,10.193.136.193,US-TX,/api/v1/inventory,certificate,True,23.57,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
svc_0081,service_account,2024-01-22 20:21:00,150.68.96.45,JP-TYO,/internal/secrets,token,True,5.04,"[""grep"", ""cat"", ""curl""]","{""os"": ""CentOS 7"", ""mac"": ""bd:be:e3:27:46:bb"", ""proto"": ""TLS1.3""}",normal
dev_0119,edge_device,2024-01-22 20:24:00,176.48.174.181,UK-LDN,/api/v1/reports,certificate,True,2.37,[],"{""os"": ""macOS 14"", ""mac"": ""4f:8d:60:39:10:d6"", ""proto"": ""MQTT""}",normal
user_0070,user,2024-01-22 20:26:00,218.116.20.37,DE-BER,/admin/users,certificate,True,24.57,"[""curl"", ""sed"", ""cat"", ""ls""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""c0:4e:53:5c:54:e0"", ""proto"": ""TLS1.3""}",normal
svc_0087,service_account,2024-01-22 20:41:00,192.168.31.75,US-NY,/api/v1/analytics,token,True,11.22,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""9b:54:52:a5:73:b1"", ""proto"": ""TLS1.3""}",normal
svc_0094,service_account,2024-01-22 21:17:00,190.69.140.212,UK-LDN,/internal/secrets,token,True,2.37,"[""awk"", ""grep"", ""cat""]","{""os"": ""macOS 14"", ""mac"": ""fd:f0:92:04:37:dc"", ""proto"": ""TLS1.3""}",normal
dev_0114,edge_device,2024-01-22 21:51:00,167.66.138.216,BR-SAO,/admin/config,certificate,True,4.07,"[""curl"", ""cat"", ""ls"", ""awk""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""54:a7:e2:3b:69:fa"", ""proto"": ""MQTT""}",normal
dev_0101,edge_device,2024-01-22 22:29:00,172.29.182.190,US-NY,/admin/config,certificate,True,2.7,"[""curl"", ""awk""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""a6:f4:c0:a0:58:eb"", ""proto"": ""TLS1.3""}",normal
svc_0080,service_account,2024-01-22 23:45:00,10.226.120.80,US-TX,/api/v1/payments,token,True,6.25,[],"{""os"": ""CentOS 7"", ""mac"": ""11:40:22:78:bb:b9"", ""proto"": ""TLS1.3""}",normal
dev_0095,edge_device,2024-01-22 23:47:00,71.56.96.200,IN-MUM,/internal/secrets,certificate,True,0.77,[],"{""os"": ""CentOS 7"", ""mac"": ""1a:63:b9:93:25:c5"", ""proto"": ""TLS1.3""}",low_and_slow
dev_0112,edge_device,2024-01-22 23:57:00,164.70.196.185,BR-SAO,/admin/users,certificate,True,4.4,"[""curl"", ""cat"", ""grep""]","{""os"": ""macOS 14"", ""mac"": ""bc:71:70:44:f4:4e"", ""proto"": ""TLS1.3""}",normal
